title,link,price,extracted_price,rating,reviews,extensions,thumbnails
Govind Resort,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKYCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MidDaGtJdjVMNHNaMzd2dlFmR2cwdlp5OHhNV3R5Ym0xMk9HSjNFQUU4DUgA&ap=MAE,"₹1,756","₹1,756",,,[],"['https://lh5.googleusercontent.com/p/AF1QipO6NZ6FvRjUsaNQvZvKCYzPk4T-R1wvBth_Y_E=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNzLIach_7I6CM9aLpOdlUKDxsGJ4QH3fCntCo=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOwFL2vk2AmhbATJOB423bkGw151UZ3bNWLEBc=s287-w287-h192-n-k-no-v1']"
"FabExpress Kashyap Inn - Hotels in Sector 121, Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLcCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JdE92MGw1emkzNldCQVJvTkwyY3ZNVEZ6YzNwdGNYSm9PUkFCOA1IAA&ap=MAE,"₹1,609","₹1,609",4.5,48,"['Breakfast', 'Free Wi-Fi', 'Air conditioning', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh6.googleusercontent.com/proxy/RHwSJeja4WgM6TOnNBzvYweM9EYi8n5H_ibXd6Vdc4s5qUPzGi3yLyLKRrsXGtXVxvSCzUAUKYj3fJS-BDU_SGqYLSHZxdFOix7YMfpCMeLEtEzcg63h1nC0glKc3OzHDZtqDyaPdOsxS_JRKa4Q6nSPCkrP_g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPHqovr8visfD4x-j_iiwEZEh-dy2earUYblQ1W=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM86_SYswuQHubP3OSjQXvaxQ0PDlrMuqV0rAJF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPiDbvR-SznkYceuD2DigQO9DVKZokkBPIXzKqH=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/L1SDVgTPcMnGz26nxMnyezm6iZ4Vdn0ypAP96ONT9ENN8hB1MZD-lsx9rZE15FvoyxEgz8Z4Frhhsi2J8zIjTuEsJFshodfa1De58xhltHIzwigpynVwRmVedCnHbfmpD9PKI0vIycYs_s2b7nS24lLGfqYX7g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPNSPPCVeYMT9hl7-SG8NW4dn2AreI-V5zfwYDy=s287-w287-h192-n-k-no-v1']"
Ansal Golf House,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CM4CEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9Jd3Zfa3Z1dlY3NDZ5QVJvTkwyY3ZNVEZ1TnpSb01teGljeEFCOA1IAA&ap=MAE,"₹1,929","₹1,929",3.3,8,"['Breakfast', 'Free Wi-Fi', 'Parking', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOsbTs-RoDHt9nyBAYdIkDEZAS0uz2BOijw9oE4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNfnBY2sEZnk9lgxDLC8AgrIaNZPutNant7pBkD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3FQOC178Zzxa4L92b_2UVWESVwCh6LC3mBSiV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNz5OQ5sNjRG9y_O8M4EE3wiWCs1qvK-rLY3QtN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNqnyrTZ1sqKVdR2dumMJHgKPpSY3SnJ2Ml5MEj=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWgz7lfYangCtZHD6W3G-ohV9VKRkjiP1vGjS3=s287-w287-h192-n-k-no-v1']"
Mamta Palace Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0COkCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JZ0tTLTROVEZnY0ttQVJvTkwyY3ZNVEZqYW00M2VISXpNeEFCOA1IAA&ap=MAE,,,3.4,149,[],"['https://lh5.googleusercontent.com/p/AF1QipOiR8pVtPGLNQBtTXuxHILhCroidoGrFIQp8lmA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO6cBt1MAh-854SP0HGfoZLNHFc8-l_UTgQiv5v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO1cOgCNosJEEfl-Ikn6mOKpMFeOxWUqeJQNJKp=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNHJFSTToTL8M_AvnJX4OaR3gwcwJlVImlRSv88=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fh0I78azXltfGvTl74Oyog&cb_client=search.estubs.gps&w=287&h=192&yaw=212.0028&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipOHfM2Eme0Cf4w19PWogP57qAJYVTGS9W6VkUX8=s287-w287-h192-n-k-no-v1']"
OYO 68256 Hotel Expo Golflink,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPsCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MidDaGtJbmRuX3hmNmQxOW9QR2cwdlp5OHhNV1p6Y21kc2JqQTRFQUU4DUgA&ap=MAE,"₹2,307","₹2,307",4.6,275,"['Free breakfast', 'Free Wi-Fi', 'Pool', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNG8P7xpcS36vgdSn3YNmHg5QLWCW3G-dWX3eA3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOU1MZF0HkO0KNgAQGHuIR7dh9GrFthpBxXIWu5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMP-5-63xUq-PVvxf0aCjTlSOZktHaC5bW1iCf8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPFvzekGu98eqorZmweU87DuZvigFPiFatNF3e2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNEHusf0gkgSALAle09Xr3UWBRddYyHqg3RcsI2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMz34VEjlrdUK0-pL8Y69mgboZo68XfhwuGS8o4=s287-w287-h192-n-k-no-v1']"
Hotel Akash Palace,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJIDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9RejdfbmpfQ3pzUDJmQVJvTkwyY3ZNVEYwWjJkd2NXMTZjaEFDOA1IAA&ap=MAE,"₹2,024","₹2,024",3.3,3,"['House', 'Sleeps 3', '1 bedroom', '1 bathroom', '1 bed', 'Air conditioning', 'Kid-friendly', 'Crib', 'Ironing board']","['https://lh4.googleusercontent.com/proxy/-uMW4A3BXFRckLU0KnKcvveaglufVTjO8Kd9joDiNtxHcBborzNGPjFc0SLHD-OWGzS9aT9HrakfTj_XOhtwVJjkwMlJ5v8XdpG3rLt6gTRWfOl5J6xunLw_RZ6EABx6wzr9LIddtsq0n2E-ixtGNO3U2XEZOw=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/Re6f_26Afx6N2JEzB_CwYAwhgGeCC4fsmFiKvTG-DwUghE60xJeFbgjzenf3KdJw758ayUJ7lvW7AF4XNlGlxWzRb2bsGiVXLW36vFyuvv08ui34tTA6fYSyPQvW50EUic1Lbtq3OoHV48zoz4loh4htU81hdqk=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/-xOmjRZ-YPU7LeoV5E5tCGret2TqWL3eRCWw-dpzW0mlQO2P8wP9PMtNsRTzDLPm_uIyd-FS2yXbB_cFYyktMQwLxu2yNENuzEqpR8T9esP7sxCb7ch3cnZMyyFD1QEmNfYQUWKDEbJRpNaCYSX2H93Kz1gDXQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/WYACPzCJvCjF4tw8lBGCyEa7MhB3CDMccXDvCFuJIfzXvWdI3fFhcxOqcE9wY05GVHmcpbPIQAJa0tqB3U8lxAvSRs6dVZCj1XsHwAw4U1kMZOWsIPv1JUGDXL9Clp8Z5UspmFbL3S4oiLRx-OjywnhOFKzJow=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/goKPB7NPOmWjKZf6i_xZY8UnNY8ugGZ1NCcIAotWgrELzX0kOzc_mdC-7Edwyn61MFtJG4TWtor_DXjRw2NSwB8CTEHNwROxiAu4UVN6jNFqcK0sF-2bDGUG_B1n0hTfcHREAjMFvC4BKt54dTmqGXF6x0TPZCw=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/FRpUdQfOXam2S0Z1YfrhUPyePhgQHN-SuQ83nX74Zc7GIgpwkR8UhFaUEyJzhIZIikfRVusWK14fMbGqtw57JDfe-iBGFMe8etbol2p8XCQ3lLXX6dQNMlSDspNnANf2sGEQ9GEP5lB6mbpd1h89QqkS5jE7idw=s287-w287-h192-n-k-no-v1']"
Asind Homes,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKgDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9RMzlHZDhmZkx1NnlmQVJvTkwyY3ZNVEYwWjJkd2NISjVhaEFDOA1IAA&ap=MAE,"₹7,225","₹7,225",,,"['House', 'Sleeps 12', '4 bedrooms', '4 bathrooms', '6 beds', 'Air conditioning', 'Kid-friendly', 'Crib', 'Kitchen']","['https://lh4.googleusercontent.com/proxy/PAV18s-x-IOMoGVhzCsePfyH8qRJ9dTxuS0-FtWaMUae6Cmg3gZLykHfMckICl6tBC0mTT0eVh6YzRZsEJDLfuxIf3fVl3ILIDBvHWmQNFsJJMt-I0b_AxcR87toVe75RhRuk8I7SXgcHANIRjU1x1PNIiPYug=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/EI4DQzE2cVV-nGrWSbm_y82iC8zpFgLndo7Lh_qRj5yzpFCwfRBSVcCk0kEML20GL0AC_wDCfV70Jf8cVOn_QXJ4VlUHpinpjeYxGVBPaZaqqMJ8G5YIV__rSCA54G73c_U2lT8JENWDfD_Jb3TpaPD2RQTduRo=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/S0wupw2VbJbxRfSfNla4lVNBTOak1UBcaEWiQnAmnTn5QnbZy8Gb8LA9ahPzSw6wtv81aD1FiZhh9r9_gnWPnxoOPSSaquhZgVzKN9Fnd1n6X5tsVI5yBLmufjN_68jw-avegCICvNrfHJOfC3Yuxx4vWsVmWLM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/X6JTJgdEqbB-SSksiQTg6OQV77yko_j6f3IMD6m6f1n-T5CPrcQUJRJtFMS-UG-4WEN19Yw5r-MNPpL7iID2VKpCOfyzJod6iY3N9wNxmdML1-PADXMiDvJfDg9eHQr9rnfwHMR62cj7q4i-yrU7ckcIpGwtLtM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/rmsi1OQHbQ7n6wTQbhW-g7zINeSnchzSgwKr-MGGFrNezvf2hNWh9NJpu6sPMCZzB3U3PeHT8C4biWPXyfnlp_hbZ01x72hojEuOXm5eeeH9fiuMvmOZdIZh7kOP3aFMjV12Hf2RliYP9XzrnhLwObpBX2NT-A=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/MaLInicjOjVmPF7tCkIU1Qm9P8RENQtB8Q_EXdDkO_FK8NxSIS1FoktKoAtgw8Cin02-hvNbNoUN8gsYQI-fsTvH9RXyUGOg67SC4Ro21rI7oe3v53n8jQRKXfYxCeqtQf6JeTSi43iLcYvW-tj4UMotsa2DD7M=s287-w287-h192-n-k-no-v1']"
HOTEL THE ROCK RESIDENCY,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAoQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJd3FQdnV0VDdxTVZWR2cwdlp5OHhNVzEzYzJ3Mk5YZHVFQUU4DUgA&ap=MAE,,,4.6,24,[],"['https://lh5.googleusercontent.com/p/AF1QipOJ9XQNzCMoGBvRIyX9aVqqbpNoignJkM1aZSmx=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJmbS9ORersgID96j8eRCaFozmO73kgju619qg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNHeW1QkfyoVNE9KYxV9NW5KaYOpvtQXkSS4v_2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoHr5tg92rVGCaYe_TuE7WtuGrfyevmsJac2SG=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMF15i--a5XADDkXpNiwzI372rzyF1sPpI2_f_B=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNss5NvlhxcDCd5w0pwMvys8o7pe9_aoV9KKfuk=s287-w287-h192-n-k-no-v1']"
Greno celebration,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CBwQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJME02UTR0dXlpY0J4R2cwdlp5OHhNWGt4YUhNd2RIcG1FQUU4DUgA&ap=MAE,"₹1,228","₹1,228",3.3,3,[],"['https://lh5.googleusercontent.com/p/AF1QipMogeFVRO3v03kwShOYsr6R1BkbM4-m4bNXzC4r=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNP1m_Vly3Z1BXkNmkxQ_KToWrlr08zWbkfnJAZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMPILO084J6nJIqZygq5g-XNaomIfV2555I3HG3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMnP4KYu6Uq45Ady1cSOFSM2k1VuyM3Vv-xHon4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwH-xydXJehiqQSs5_hTcmXZfzogRL4-NaSc7-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPPUvwxU82Ev1UmZoxZqyr57L8HE34zpscaQR1h=s287-w287-h192-n-k-no-v1']"
Expo Mart Inn - Unit Of Zero2Z Group,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CDIQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJdTlYdnNwTE96X1JIR2cwdlp5OHhNWEp3ZW1neE0ydHdFQUU4DUgA&ap=MAE,"₹7,140","₹7,140",4.9,267,"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Hot tub', 'Air conditioning', 'Pet-friendly', 'Room service', 'Kitchen in some rooms', 'Airport shuttle']","['https://lh4.googleusercontent.com/proxy/vRBqgYFloZkUTMpcyVDpX3sxPYQZ9zur1PGOHpcM-DfPS6vkRzF3pJYErttWQgqqH6OKbjfgROwpNT1prI7jOCyeT2PMAZg2IKpIAlD6k84o8V48IMev_wFLLyU30-BtWodHsshwYG3o2x5rmcBwoSF6U_NRnO4=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/NG8cOp9aZ4uLk3uG8gCU0r1UR4tIDCu5H28EErHcVqwY1DXVGTHillqeNY0M0rE_Hd0nZxltPPDjs-MWgLpsQ4f03Ral5ztdxgEp_lqS7vqsJkzg2Cdx1vW8mymmmm3nt9WQDD0ndetDcRV0T2NFq5diEsA8Ow=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoVDele7oOeCJ4TlcKVMtwaFiQ48jxms88fsk_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMgqNhDBFMXMFkHCiH_HTzYMLT9wZAUrcjIYMo7=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/__2XSl0SSYvjrsbUrSRBCxl6TPQxctx-oxcTR0mdYw3VxgQ4DRYY36Bh9GL1KvgvbM1nVGRBxq5cZgpLI7CC2h-0POEieIUU_Lx6totkb6YgfZMHzcx8RM27Q5SIY7oYoM2167CzSFmehzCZn70CpZ59-iOcdg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO1En26W3PxlVhFqWESrIhSWP3KWF9Y0-WWexVg=s287-w287-h192-n-k-no-v1']"
SPOT ON 75150 Hotel Urban Villa,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CFAQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJX2F2SDBOYnlfZGdtR2cwdlp5OHhNV2g0ZVdJemJHaGpFQUU4DUgA&ap=MAE,"₹1,256","₹1,256",3.6,68,"['Free Wi-Fi', 'Free parking', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMWoqKeMWItn1IWukzwZ7Xnsl8Fsnc-420Q1riQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMrBypVv9fm10-zM2ClHYM6GTWPxkFWsz6cWsAK=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNfMqcVqfGXjUrViC36LQNihlx0oBLWsrJx4QhV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNEAVg1KQjbqpBCkxFoJsBAJfFk3r00rL2d9dhP=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO8CtO6TGvlJ5olUC8dmWOHQRUslD0oPcs36yIb=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO_3svtYksHW-eHEzlCDq7GAOmB5umSwik3xv4r=s287-w287-h192-n-k-no-v1']"
"Happy home residency guest house, Greater Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CGcQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJa19EYnVwVEo0NnhNR2cwdlp5OHhNVzU1Y1hKcVlqa3hFQUU4DUgA&ap=MAE,"₹1,108","₹1,108",4.5,19,[],"['https://lh5.googleusercontent.com/p/AF1QipNQCEAxUkH18JWMmlRfj683T90TSXComFEe8gqL=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN-1-Ee0qXexLd0xqWyi3-Yf3GN_Sr0i9ff7mgM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMyxonZIohokCXtqlUWTY03GPO9xrY2f2x-gBua=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3H5aFWf5WHiuswKGe7HViiwggFR_JX53CHbSI=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPF_jX-qZkAHsHsIhRLPeS22KPs6O9KJxKdX4ax=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPX8lhwuaI0Tsh_pCleHFUmyW0SN6jwnUaaPlj8=s287-w287-h192-n-k-no-v1']"
Brown Wood Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CH4QyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9JbHJHVnZPNnU2ckNYQVJvTkwyY3ZNVEZ6T0Y4eFlqaGpjeEFCOA1IAA&ap=MAE,,,4.4,8,[],"['https://lh5.googleusercontent.com/p/AF1QipOswgtCDZt4zoHiCjdwszHkEn4e3xj9Zegz91xp=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPUFKekUeUe2jWn8-Z3JVInJPVQ4eJNJmsAmDyZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNLvlUMsRYld9YUML-fZ0NY6sJoouEgjmwi2pFg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO6-S_3voNBCqNK2Y87Xp2rmi7AeE5Y8i6fY1AJ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNP7owBjVrkxy5bFdmYkpKb79c6UfgFVLus0VAw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMj1mbxnskTCNjnHNCpG1WGtTwqjOVfWlhIajeU=s287-w287-h192-n-k-no-v1']"
Bhambri Expo. House,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJABEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEHY&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMihDaG9JanFhbzJwSHFzcmlWQVJvTkwyY3ZNVEZ3ZWpkeVl6RnphaEFCOA1IAA&ap=MAE,"₹2,338","₹2,338",4,50,[],"['https://lh5.googleusercontent.com/p/AF1QipMbpeXF2ArLJVYzmh8QgxOdvX2gxcW4jRVnaPqE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN2495WyLLxNkKT_IY8tv8hFu35xj7Rh5SlVeYv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWak6ovxYD47-Zar_jdtv1u-IcECYxgO1MCzPE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPX2KT_7sni31IK_Ql-pDgO1WMO4Azox6rcsKP8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPeANVxpX9iaiyYZNK4yKPaHo8kjQxLWApwuz2E=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPZ_Ta_RgvSpkiCnxWOocKQ_7KqMVkvDzwJNsSD=s287-w287-h192-n-k-no-v1']"
