title,link,rating,reviews,Price,extensions,thumbnails,current_url,Latitude,Longitude
Atithi Plaza - An AHG Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMwBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JOHRTcjV2R0t0Wm1LQVJvTkwyY3ZNVEZvWDNONk5UVnNOQkFCOA1IAA&ap=MAE,4.2,26,"₹2,509","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Airport shuttle']","['https://lh5.googleusercontent.com/p/AF1QipNdbDDLdX7j01d18MQIRar04EDmUS2WeCQiHJrN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipODo7ShRtg1_sgWZle7OzO3V4JHm3Fd3Twc2DaX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP-A1RUSya8ff5vd7ZR7-1DlLooU8rUveRkvcaM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNH-HOt76rHyS-nC2DeJYQ52gXdJ33UzxOoRJor=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOyOSC3HHIU-TJukje3O6bipFlhdyHUd1BLTiVX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNx4Lmaqq6Cv_zMOc_yK-k5SXS0TBS6rjBZ1cGz=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Atithi+Plaza+-+An+AHG+Hotel/@28.4784129,77.504841,17z/data=!3m1!4b1!4m9!3m8!1s0x390cea6fd6613807:0x8a32d4571ccaea72!5m2!4m1!1i2!8m2!3d28.4784129!4d77.504841!16s%2Fg%2F11h_sz55l4?entry=ttu",28.4784129,77.504841
Treebo Trend Torque,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0COMBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JLVpfc21kWGJsZVNJQVJvTkwyY3ZNVEZ4WXpZME5qWjZjQkFCOA1IAA&ap=MAE,4.3,72,"₹2,226","['Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Pool', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNFEisbk5sBbq9hfQmlMLX3RXxoibi-X0yys_7k=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMpXOtvCXDH-yj3lOmDhxPO4bVajrwUOMnv3R-E=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMnWEjTiV0K8-vANuL7xNpgVZWXrQ9YEhBf3Qul=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNd9ZvOhmXjhp6Ih-waXjxfw36Hrx3gSFGHp10P=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMmhLd0kQ_BmQdtVU-bFzf46Atm0JT6dpkg7cjy=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3nF3BEanVFYhVO9NYEltKq6c4FYQp0_1IV9cM=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Treebo+Trend+Torque/@28.4796423,77.4934336,17z/data=!3m1!4b1!4m9!3m8!1s0x390cebd60358c9ad:0x88c856dd533b0ff9!5m2!4m1!1i2!8m2!3d28.4796423!4d77.4934336!16s%2Fg%2F11qc6466zp?entry=ttu",28.4796423,77.4934336
The Taj Studios,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPoBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MidDaGtJc2NTandjcno1dk1iR2cwdlp5OHhNWEV6ZW10ZmQzRnFFQUU4DUgA&ap=MAE,3.7,67,"₹1,927",[],"['https://lh5.googleusercontent.com/p/AF1QipMAhLWxGhkt3IlrJQ6PUaoB4Hog1Y3redjf18Zn=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPsWR5hmh8SASHi9RsAMwnsyI4RLxFkaQi0tV_a=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMl-Gi16NuXLU1omEbJQuyxHLGZFXmfOPnot-SY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOPN-QPwabY4XVmOATzLYOJ_FTxudr9-FtlPS5e=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOByVXHOfcO3pFSu46yfqUVQc6GM2ng4kk_tP3p=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNZD2bXlVMTggTij6jNY11ahQHbBxO-NHu3mnZj=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/The+Taj+Studios/@29.4090792,76.913409,9z/data=!3m1!4b1?entry=ttu",29.4090792,76.913409
YMCA Greater Noida Noida Programme Centre,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJACEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MiZDaGdJOS15YS1xNlpwS202QVJvTEwyY3ZNWFJtTjE5NmNtd1FBUTgNSAA&ap=MAE,4.1,2107,"₹5,273","['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service', 'Airport shuttle']","['https://lh4.googleusercontent.com/proxy/Lrqmw5mHqcUqQU0E7BYrPf4bEi3M7vIT1TGwsa5YhC8rfoDFSGZw1FNXiWEHHjpLNL3WgyLlhmBC7V5_ZZYNBeoAEfLPQpwh-8WXjfgLqDrRsUJ_maN8OcuHO_okqQ_He98JBS_SIFNgFtgyzb9dmOCnlaEhIw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO3qazgu0s1ga9A62uu2e7Vi65uTXFLMdRRiXse=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMUABZA3u4JAfq78q5CXg-RK6W0Kgfp2H_NDW8-=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/fC-Dia8VWGZTKJdZwBT6FQLosd9FC5DVPsuMtQVabCwlxyEzHb7X6Ps-mS2axma-8FJMZvE0Hr2oG_dxyCaKBxNZoz9jW_9J0L6qHAdVC_CNm_MXcKEAJ7PxNjMN1_--LwKkpzw1d-Pi5hpHzUZXh0DIzSVRoJc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhqcMeZU-r_kr0DjOoPITSwGoegKLwtqDmZ5Lj=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/FutWktYyB2u5UhQQoYCR-phLsJ6k-9BxYI8brqrzkVeO8Irv5JhukoxzGeUI-AF1yJRX0JtfeG4Z63VJ5RKA-wcjNDIUf4Fj-67IXQ8hAKuE6c1VYeM-HB5n62ciFV4ygKOucQFHm8Qx7IPDnPe0oYnOKDZ9Ig=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/YMCA+Greater+Noida+Noida+Programme+Centre/@28.4716198,77.5179866,17z/data=!3m1!4b1!4m9!3m8!1s0x390cea80e3f4cfa7:0xba5290caef46b677!5m2!4m1!1i2!8m2!3d28.4716198!4d77.5179866!16s%2Fg%2F1tf7_zrl?entry=ttu",28.4716198,77.5179866
Casa Meera Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKcCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JeHI3dGxjbUd3TkNJQVJvTkwyY3ZNVEZuZDIxcU5ITTVheEFCOA1IAA&ap=MAE,4.2,313,"₹1,815","['3-star hotel', 'Free Wi-Fi', 'Parking', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipPdAzRaULiUCQmqpFdWFZ6547d-lDfgIFhD2zk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNO5ZPhAVXGqrK43PzyLhoe-UPQIgLmC7o60aY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMtdfueK6xSvbQdn0DFJkfNnksRy5VXke8FosUA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmL-ITYHlsDX2JjxAPKbtMojj9amq8JDhUIL0=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPE3k1fWrP-jKav2ESp2GPlI3raDLXbcErm-gw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoj0FIiMmSGtvaZGiNGTx1UDGxa3xLAXyD7Wg=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Casa+Meera+Hotel/@28.5967783,77.3883767,17z/data=!3m1!4b1!4m9!3m8!1s0x390cefdc2ddcb2b9:0x88a1003492bb5f46!5m2!4m1!1i2!8m2!3d28.5967783!4d77.3883767!16s%2Fg%2F11gwmj4s9k?entry=ttu",28.5967783,77.3883767
White House Hotel and Banquet,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMICEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JcDg3bHJlVG8zNGFFQVJvTkwyY3ZNVEZyY3pSdE1uWmtNaEFCOA1IAA&ap=MAE,5,59,"₹1,500",[],"['https://lh5.googleusercontent.com/p/AF1QipPt82sh4V63-ci3PKkJPg71yo74TAweB__nYC9u=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNwr8V7wGVcl5YTICUsBb0pPJ7LmWVF52gE-lm3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP9RrcCjEe-CihYParOoNmYZGQfNvFSezrB44UF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP1G85cmyDjH1qGxfJTzfa0W2bxN_oQeFeE8Duu=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMpyZiuOJjTvj2CcZoX_Ya9DMPdFu_7BCp5NdNg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOkYveqT6J5uZqtTkBkbi28NMFhRebYaQLJGTRR=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/White+House+Hotel+and+Banquet/@30.144444,77.17006,8z/data=!3m1!4b1?entry=ttu",30.144444,77.17006
Ashira Inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNgCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MidDaGtJLVltbjlOVHN5TVpMR2cwdlp5OHhNV1p4YzNNd1pqWTVFQUU4DUgA&ap=MAE,4.3,135,"₹2,517","['Free Wi-Fi', 'Parking', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh6.googleusercontent.com/proxy/eKg-WwbI9WMglL2mUwSN5Mb-Z3aqe2msTMldAy8ZtRHANYrEOVqNsbjEoloyQjfVcDyNO1aBaQqTlLauKqrU3Shbvht4Yy8bORw6CWjAERJi9sG_4aprhTHSQhxDdYMc5BWi0OBYpf4GP9NW9cpJUmW73y21Yys=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3Dji5Nt3i5VQE0oiVSEbWckhYpUVWWRnhsi3-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPoEuWoJUyEKsqNlvToAZBsu6mD_nKWxxDHQAc_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMs3ov-hG3bWWsa60CyHge4A4H38PmyGsMMxSuN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPlageX6xd3NhG9H3wI4x7NWEPMI4cZew_Dr3PV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMqSwqhXnv4Hme48DCD0NC2b2rW3G9I8lpYLrKT=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Ashira+Inn/@28.4766488,77.4767714,17z/data=!3m1!4b1!4m9!3m8!1s0x390cea0f7c8e882b:0x4b8d23654e89c4f9!5m2!4m1!1i2!8m2!3d28.4766488!4d77.4767714!16s%2Fg%2F11fqss0f69?entry=ttu",28.4766488,77.4767714
The Abodes villa,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CO8CEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9Jb3N6UG5vZUlqcktuQVJvTkwyY3ZNVEZuTWpNMk0zSTVheEFCOA1IAA&ap=MAE,4,248,"₹1,234","['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipM53f-z0MF-7YzkhOgl7AcX1DjUMb1mAgRhdVyU=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPveczdqTmyodThTZHaCd8SOLUiQkniwSAy3rwq=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM48ZdXtXm04on47SwgK47bd5q1XkUOOPr2W2up=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOG-R1DHKrG_oijXOQwF8-PZYUK8yVKnT0kzDGX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOFY3XbgLKp5t1P3GccSsMwNs4SeCTyF6AT1DqM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO1_YzBJ-q5xXTY-FxcubEd1x6Yy3dyXKuHuMYo=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/The+Abodes+villa/@28.4566216,77.5055751,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc1d06d25360d:0xa764384073d3e622!5m2!4m1!1i2!8m2!3d28.4566216!4d77.5055751!16s%2Fg%2F11g2363r9k?entry=ttu",28.4566216,77.5055751
SUNFORT HOTEL,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIYDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JanUyVzdONnN3SUw1QVJvTkwyY3ZNVEZ1WjJvMloycDJNaEFCOA1IAA&ap=MAE,4.4,106,"₹2,710","['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Pet-friendly', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNcIawnqGBvEnfTQRRYw_D8HYnXMXKdBYGkxpro=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNXBB2VQV-fNoexm27GJ1uDcPakTo0kFwBxsCPl=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN6hizA1EXvkKgTxby1xw-Lj5olI6dtIE1Qwk6b=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNvpdl8C7gQKphl5EG4xGCJXu4YNy_WrVfCwSSX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPcGJc0LIUlGi3T0J-kx4F55QSntxuCdmnSEmmr=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM1hH5ZoX7qNtCvTsZBgSnz9MxCpE0YNfUs2Joo=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/SUNFORT+HOTEL/@29.9931336,75.9286484,8z/data=!3m1!4b1?entry=ttu",29.9931336,75.9286484
Ace Prime Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJ0DEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MidDaGtJZ3B5ZzdhYlZnc000R2cwdlp5OHhNV2N3YlhZNGNXdGtFQUU4DUgA&ap=MAE,3.8,464,"₹3,880","['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipOZYleH0ROFK50VkIYkDw2PT3k5YRmjeV7B-RfQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWT-hctK4zX8VfGgOYym0ayh-fr0qKhcBWQV0x=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMQ2NJ7DbTeLSkBjHQRloDEs7285o5LF8ZxQuNA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNDggmMg6H2pO4NLhDv-0n-nmcGG9ncT4DUT07h=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMO4i53MwzAYphNlYzR9hy2Gwb5f98aRqh3L82w=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipODasWt8TcucKxKTKgot0uTIkW0ppwb_sCPgsoG=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Ace+Prime+Hotel/@28.4666293,77.5077613,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc1d000000003:0x38860aaa6da80e02!5m2!4m1!1i2!8m2!3d28.4666293!4d77.5077613!16s%2Fg%2F11g0mv8qkd?entry=ttu",28.4666293,77.5077613
Pent house,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMoDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9RZ3ByejJhZU96cDI4QVJvTkwyY3ZNVEYwZUhGc09YSnlZaEFDOA1IAA&ap=MAE,4.5,11,"₹3,180","['Sleeps 6', '2 bedrooms', 'Air conditioning', 'Elevator', 'Fireplace', 'Paid parking', 'Free Wi-Fi', 'No crib', 'No fitness center']","['https://lh3.googleusercontent.com/proxy/WIVrz-h3S6dzKJ3msHK1iHzxJpULCPjPgNCOl805jnziWRE_T2lWD_TPcisDonGEcDaYgXhQm7Fs6ARdKsl4hb2gzvRdtsngnJ947oOZWDAze_zlV-LVpa1OM4dGXaX33xr9bJmW0nIQuLgj6D60VJsdwt_HDUM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/w13-cl9ZjkPMFqsjQ6a7oSGCf2imS2yn3p6CVA8yKusUaxb00ucjcCD8d9qrsezLSckNKP0P8gDahLMy64Ux8r1D5MkSxH1X-G2g-_YG4YEsD9hkUAn3yXrTgXCcYM8kFcLTsQlgQkEXWHmKSwdMkg0-pU2elJI=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/3H7ZYJXTtxfprnfqMx3wu6_K7mKGWaGFADyN8ltVHPt4YZxq0GIFNLz75XxKzB4z4ReHSjvyi_Bdil_DLy_eGE1-GW5M-gRTx0Vr3vLAj9YGL7qPhhsxD9C7DIA4zlqdmv--AMoymKLc6aTKdnIbanlAPYMMJRQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/iVs9haoHiZYmv0LS_uuYtdtGgJ9NnrujfzaSIsANrtbg0hVC9fDRp5apbktxJ8cLaJ3PsXFighLHmLa1ozr--qoSA2oIVf5E3_cwLuoCp3F7n-uZLLryU1-ea8dRCHGyBILanE25pUugHe8qKJFR0d8aomQ4_Kc=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/WG7Nf7Bx_eg5IR0GPc6iN0qbqAB_PWlI0wEpzy3fLZ2nRU0Bb76y83icBIMKwyBd1LD4i-2DqNfDDadf4uIA3sSskBAmY28zFYD-Qyxq8VxRjoEBs8eaEOBjbrlXIJm5aS0mqvjVRQS0s9ulyUo_pdXih5jncQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/q9xNueRnG_ogjnv92pGXmLVTgXFGp9PRozZKf74wgNpmkevz0n3u-7P8benb-oKwGQMs2rYCqQaeg_fKfWgARXB4id6rYKhALGhDvqpoyX-xVzLc8mbETU0US1sxYH0OnmnC3KXSx-vK8uemL_JSmxgF8fJHrSM=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/Pent+house/@30.2757593,76.9546771,7z/data=!3m1!4b1?entry=ttu",30.2757593,76.9546771
YStay Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAoQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQNQ&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDRFk9MihDaG9JdmRXYzFaTEFpSS02QVJvTkwyY3ZNVEZ6TWpGdU0zTnhiaEFCOA1IAA&ap=MAE,3.7,97,"₹3,934","['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Business center', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMS5X22aKyt9uXodj-pZpJ69FcAfyrBTowKD8Af=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhDYlKDRmeA5avxvtuvRH0BSXrUootTWX-j06h=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6Wor8fq4MZGtBarnkc4ZaK9emUxg37i2XMvpk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOYoz-IlAP7oKHuh11dx_FDysdbDQBM-dVzcMPa=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPm1oeCdYQxmAurNm806ASR69N1uC8LpIhq8Lkt=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmSj-mnXalvomWIUuUl24RwyVv5Ns4ts8xYa2o=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/YStay+Hotel/@28.4556889,77.50449,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc1dc8b512a67:0xba1e22012aa72abd!5m2!4m1!1i2!8m2!3d28.4556889!4d77.50449!16s%2Fg%2F11s21n3sqn?entry=ttu",28.4556889,77.50449
